code,name,uom,po_docnum,vendor,order_date,due_date,qty_ordered,qty_received_by_aug1,qty_open_aug1,days_late_vs_due
PM0000851,PET BOTTLE 1 LTR 26 GM,PCS,220726077,TPAC PACKAGING INDIA PVT LTD II,2026-07-15,2026-07-15,600000.000000,66534.000000,533466.000000,17
PM0000851,PET BOTTLE 1 LTR 26 GM,PCS,220726021,TPAC PACKAGING INDIA PVT LTD II,2026-07-01,2026-07-01,600000.000000,148668.000000,451332.000000,31
PM0000594,PREFORM 40 GMS 36 MM,PCS,220526084,FRYSTAL PET PRIVATE LIMITED,2026-05-20,2026-05-20,350000.000000,21000.000000,329000.000000,73
PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,PCS,220726133,BABAJI UDYOG PVT. LTD.,2026-07-30,2026-07-30,252000.000000,0.000000,252000.000000,2
PM0000852,PREFORM 49.5 GMS 36 MM,PCS,220726016,FRYSTAL PET PRIVATE LIMITED,2026-07-04,2026-07-04,405600.000000,159000.000000,246600.000000,28
RM0000003,MUSTARD LOOSE OIL,LTR,220626079,AWL AGRI BUSINESS LIMITED,2026-06-12,2026-06-12,274725.000000,30501.068000,244223.932000,50
PM0000594,PREFORM 40 GMS 36 MM,PCS,220626038,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2026-06-06,2026-06-06,250000.000000,32000.000000,218000.000000,56
PM0000852,PREFORM 49.5 GMS 36 MM,PCS,220626038,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2026-06-06,2026-06-06,250000.000000,39063.000000,210937.000000,56
PM0000594,PREFORM 40 GMS 36 MM,PCS,220626039,FRYSTAL PET PRIVATE LIMITED,2026-06-06,2026-06-06,250000.000000,45600.000000,204400.000000,56
PM0000078,CAPS 5 LTR/15 LTR,PCS,220626145,BERICAP INDIA PRIVATE LIMITED,2026-06-25,2026-06-25,201600.000000,0.000000,201600.000000,37
RM0000025,SOYABEAN REFINED LOOSE OIL,LTR,220726068,AWL AGRI BUSINESS LIMITED,2026-07-10,2026-07-10,240312.947000,42637.320000,197675.627000,22
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,220726007,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-07-03,2026-10-15,158000.000000,0.000000,158000.000000,-75
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,220726007,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-07-03,2026-10-15,158000.000000,0.000000,158000.000000,-75
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226562,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-18,2026-02-28,144800.000000,0.000000,144800.000000,154
CF0000036,PEB SHED CANOLA NEW LAND 2 ACRE,PCS,226226559,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2026-02-17,2026-02-28,144800.000000,0.000000,144800.000000,154
PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,PCS,220726085,BABAJI UDYOG PVT. LTD.,2026-07-14,2026-07-14,400000.000000,261000.000000,139000.000000,18
PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,PCS,220626015,BABAJI UDYOG PVT. LTD.,2026-06-03,2026-06-03,276000.000000,150000.000000,126000.000000,59
PM0000075,TAPE LOGO PRINTED,MTR,220726112,SHRI PATA ENTERPRISES,2026-07-25,2026-07-25,108240.000000,0.000000,108240.000000,7
PM0000235,CAPS 1 LTR WHITE AND YELLOW SMALL PLAIN,PCS,220726085,BABAJI UDYOG PVT. LTD.,2026-07-14,2026-07-14,500000.000000,400000.000000,100000.000000,18
PM0000020,LABEL 1 LTR KACHCHI GHANI FRONT,PCS,220626132,ZENBI INTERNATIONAL PRIVATE LIMITED,2026-06-23,2026-06-23,100000.000000,0.000000,100000.000000,39
PM0000019,LABEL 1 LTR KACHCHI GHANI BACK,PCS,220626132,ZENBI INTERNATIONAL PRIVATE LIMITED,2026-06-23,2026-06-23,100000.000000,0.000000,100000.000000,39
PM0000058,PET BOTTLE 200 MLS OLIVE OIL,PCS,220726073,PARAMBA POLYMER,2026-07-16,2026-07-16,100000.000000,0.000000,100000.000000,16
CG0000031,BARCODE LABELS,PCS,1225226530,BHAGWATI INDUSTRIES,2025-12-02,2025-12-10,95200.000000,0.000000,95200.000000,234
RM0000066,PEANUT OIL,LTR,220726110,DHANLAXMI EDIBLES PRIVATE LIMITED,2026-07-24,2026-07-24,92307.600000,0.000000,92307.600000,8
PM0000125,PET BOTTLE 500 MLS 34 GMS,PCS,220726021,TPAC PACKAGING INDIA PVT LTD II,2026-07-01,2026-07-01,100000.000000,12240.000000,87760.000000,31
PM0000851,PET BOTTLE 1 LTR 26 GM,PCS,220626022,BR AGROTECH LTD,2026-06-04,2026-06-04,200000.000000,114184.000000,85816.000000,58
PM0000408,CAPS 1 & 2 LTR WHITE AND GREEN PLAIN,PCS,220726085,BABAJI UDYOG PVT. LTD.,2026-07-14,2026-07-14,100000.000000,24000.000000,76000.000000,18
CF0000028,PEB SHED (DOCK EXTENSION),PCS,725226560,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2025-07-09,2025-07-30,67000.000000,0.000000,67000.000000,367
CF0000028,PEB SHED (DOCK EXTENSION),PCS,725226560,WILLUS INFRASTRUCTURE PRIVATE LIMITED,2025-07-09,2025-07-30,67000.000000,0.000000,67000.000000,367
PM0000053,HDPE BOTTLE 5 LTR,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,80000.000000,17675.000000,62325.000000,23
PM0000851,PET BOTTLE 1 LTR 26 GM,PCS,220626025,TPAC PACKAGING INDIA PVT LTD II,2026-06-04,2026-06-04,200000.000000,144924.000000,55076.000000,58
PM0000468,CAPS 5 LTR GREEN,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,60000.000000,6450.000000,53550.000000,23
PM0000053,HDPE BOTTLE 5 LTR,PCS,220526115,AG POLY PACKS PVT LTD,2026-05-25,2026-05-25,50000.000000,216.000000,49784.000000,68
RM0000066,PEANUT OIL,LTR,220726109,DHANLAXMI EDIBLES PRIVATE LIMITED,2026-07-23,2026-07-23,92307.600000,44791.164000,47516.436000,9
PM0000121,PET BOTTLE 1 LTR 52 GMS POMACE,PCS,326226527,BR AGROTECH LTD,2026-03-08,2026-03-08,100000.000000,55584.000000,44416.000000,146
PM0000523,LABEL 1 LTR RICE BRAN OIL BACK,PCS,220626124,ZENBI INTERNATIONAL PRIVATE LIMITED,2026-06-20,2026-06-20,40000.000000,0.000000,40000.000000,42
PM0000522,LABEL 1 LTR RICE BRAN OIL FRONT,PCS,220626124,ZENBI INTERNATIONAL PRIVATE LIMITED,2026-06-20,2026-06-20,40000.000000,0.000000,40000.000000,42
PM0000468,CAPS 5 LTR GREEN,PCS,220626046,RAJ TECHNOPACK PVT LTD,2026-06-08,2026-06-08,55000.000000,15720.000000,39280.000000,54
PM0000469,CAPS 5 LTR BROWN,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,50000.000000,11385.000000,38615.000000,51
PM0000469,CAPS 5 LTR BROWN,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,50000.000000,14620.000000,35380.000000,23
PM0000053,HDPE BOTTLE 5 LTR,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,35000.000000,0.000000,35000.000000,16
SF0000006,CHAI 250 GMS 40 PCS,PCS,326226555,EASTERN ENTERPRISE (ASSAM),2026-03-06,2026-03-06,32840.000000,0.000000,32840.000000,148
PM0000053,HDPE BOTTLE 5 LTR,PCS,220626046,RAJ TECHNOPACK PVT LTD,2026-06-08,2026-06-08,100000.000000,69825.000000,30175.000000,54
PM0000228,HDPE BOTTLE 4 LTR,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,30000.000000,0.000000,30000.000000,23
PM0000469,CAPS 5 LTR BROWN,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-07,30000.000000,0.000000,30000.000000,25
PM0000861,LABEL 1 LTR GOLD FULL,PCS,220726094,CORE PACKAGING,2026-07-21,2026-07-21,30000.000000,0.000000,30000.000000,11
PM0000468,CAPS 5 LTR GREEN,PCS,220526115,AG POLY PACKS PVT LTD,2026-05-25,2026-05-25,30000.000000,108.000000,29892.000000,68
PM0000053,HDPE BOTTLE 5 LTR,PCS,220526047,S M PLAST & CHEMICALS VEND,2026-05-13,2026-05-13,30000.000000,612.000000,29388.000000,80
PM0000057,PET BOTTLE 2 LTR 66 GMS,PCS,220626025,TPAC PACKAGING INDIA PVT LTD II,2026-06-04,2026-06-04,30000.000000,1850.000000,28150.000000,58
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226559,GREEN METAL INFRA,2026-01-13,2026-01-30,27000.000000,0.000000,27000.000000,183
PM0000113,HDPE BOTTLE 3 LTR,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,30240.000000,3395.000000,26845.000000,23
PM0000358,HDPE BOTTLE 5 LTR GOLD,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,30000.000000,3375.000000,26625.000000,51
PM0000195,PET BOTTLE 1 LTR 52 GMS GREEN,PCS,220526041,TPAC PACKAGING INDIA PVT LTD,2026-05-12,2026-05-12,30000.000000,4200.000000,25800.000000,81
PM0000360,LABEL 5 LTR GOLD BACK NEW,PCS,220726023,CORE PACKAGING,2026-07-06,2026-07-06,25000.000000,0.000000,25000.000000,26
PM0000359,LABEL 5 LTR GOLD FRONT NEW,PCS,220726023,CORE PACKAGING,2026-07-06,2026-07-06,25000.000000,0.000000,25000.000000,26
PM0000125,PET BOTTLE 500 MLS 34 GMS,PCS,220726038,TPAC PACKAGING INDIA PVT LTD,2026-07-06,2026-07-06,100000.000000,75600.000000,24400.000000,26
RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,LTR,220526015,MIGASA ACEITES S L U,2026-05-06,2026-05-06,24175.800000,0.000000,24175.800000,87
RM0000013,POMACE OLIVE LOOSE OIL IMPORTED,LTR,220526016,MIGASA ACEITES S L U,2026-05-06,2026-05-06,24175.800000,0.000000,24175.800000,87
PM0000469,CAPS 5 LTR BROWN,PCS,220626046,RAJ TECHNOPACK PVT LTD,2026-06-08,2026-06-08,55000.000000,31950.000000,23050.000000,54
RM0000006,DESI GHEE,PCS,925226500,SPEAR AGRO INDUSTRIES PRIVATE LIMITED,2025-09-01,2025-09-01,27750.000000,6750.000000,21000.000000,334
PM0000469,CAPS 5 LTR BROWN,PCS,925226558,A A ENTERPRISES,2025-09-16,2025-09-16,20000.000000,0.000000,20000.000000,319
PM0000251,PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,PCS,220726022,TPAC PACKAGING INDIA PVT LTD II,2026-07-04,2026-07-04,20000.000000,0.000000,20000.000000,28
PM0000470,CAPS 5 LTR ORANGE,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,20000.000000,0.000000,20000.000000,23
RM0000039,A-2 COW GHEE,LTR,220726107,MALLEKAN DAIRY AND AGRO PVT. LTD,2026-07-23,2026-07-23,20000.000000,0.000000,20000.000000,9
PM0000228,HDPE BOTTLE 4 LTR,PCS,220626046,RAJ TECHNOPACK PVT LTD,2026-06-08,2026-06-08,20000.000000,0.000000,20000.000000,54
PM0000628,LABEL 15 LTR SUNFLOWER OIL,PCS,220626091,PEARL INDUSTRIES,2026-06-12,2026-06-12,20000.000000,0.000000,20000.000000,50
PM0000469,CAPS 5 LTR BROWN,PCS,220526115,AG POLY PACKS PVT LTD,2026-05-25,2026-05-25,20000.000000,108.000000,19892.000000,68
PM0000468,CAPS 5 LTR GREEN,PCS,220526047,S M PLAST & CHEMICALS VEND,2026-05-13,2026-05-13,20000.000000,612.000000,19388.000000,80
RM0000003,MUSTARD LOOSE OIL,LTR,220526066,AWL AGRI BUSINESS LIMITED,2026-05-13,2026-05-13,274725.000000,255801.942000,18923.058000,80
PM0000194,PET BOTTLE 1 LTR 40 GMS,PCS,326226527,BR AGROTECH LTD,2026-03-08,2026-03-08,100000.000000,81984.000000,18016.000000,146
PM0000468,CAPS 5 LTR GREEN,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-07,20000.000000,2860.000000,17140.000000,25
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226603,HARYANA SANITARY STORE,2026-01-20,2026-01-30,15000.000000,0.000000,15000.000000,183
PM0000471,CAPS 5 LTR BLUE,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,15000.000000,0.000000,15000.000000,23
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,PCS,220626141,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-06-24,2026-06-24,15000.000000,0.000000,15000.000000,38
PM0000195,PET BOTTLE 1 LTR 52 GMS GREEN,PCS,326226554,BR AGROTECH LTD,2026-03-18,2026-03-18,50000.000000,35376.000000,14624.000000,136
RM0000025,SOYABEAN REFINED LOOSE OIL,LTR,220626163,M/S ARORA AGRI BUSINESS VENTURES,2026-06-26,2026-06-26,14516.469000,0.000000,14516.469000,36
PM0000053,HDPE BOTTLE 5 LTR,PCS,220526083,A A ENTERPRISES,2026-05-19,2026-05-19,30000.000000,15500.000000,14500.000000,74
CG0000031,BARCODE LABELS,PCS,1224226647,BHAGWATI INDUSTRIES,2024-12-20,2024-12-28,14000.000000,0.000000,14000.000000,581
PM0000013,CARTON 5 LTR 4 PCS,PCS,326226587,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-03-25,2026-03-25,12500.000000,0.000000,12500.000000,129
PM0000851,PET BOTTLE 1 LTR 26 GM,PCS,220626147,TPAC PACKAGING INDIA PVT LTD II,2026-06-04,2026-06-04,11856.000000,0.000000,11856.000000,58
CG0000027,HARDWARE ( MEZZANINE FLOOR-GUPTA GODOWN) (1212011),PCS,225226535,RAKESH WELDING WORKSHOP,2025-02-05,2025-02-11,11535.000000,0.000000,11535.000000,536
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),PCS,1224226625,S.R. ENTERPRISES,2024-12-26,2025-01-10,11500.000000,0.000000,11500.000000,568
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226571,GUPTA TRADING CO,2026-01-16,2026-01-30,20800.000000,9440.000000,11360.000000,183
PM0000080,TIN 5 LTR POMACE OLIVE PRINTED,PCS,220726005,NATIONAL TIN INDUSTRIES,2026-07-02,2026-07-02,20000.000000,8862.000000,11138.000000,30
PM0000003,CARTON 1 LTR POMACE 16 PCS,PCS,220526034,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2026-05-09,2026-05-09,10000.000000,0.000000,10000.000000,84
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,PCS,220526034,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2026-05-09,2026-05-09,10000.000000,0.000000,10000.000000,84
PM0000005,CARTON 1 LTR 12 POUCHES,PCS,220726074,SSY CONTAINERS PVT LTD,2026-07-16,2026-07-16,10000.000000,0.000000,10000.000000,16
PM0000696,CAPS 1 & 2 LTR  VEDAKA,PCS,1225226523,ZOOM PLASTIC,2025-12-04,2025-12-04,10000.000000,0.000000,10000.000000,240
PM0000694,PET BOTTLE 1 LTR VEDAKA,PCS,1225226523,ZOOM PLASTIC,2025-12-04,2025-12-04,10000.000000,0.000000,10000.000000,240
PM0000186,HDPE BOTTLE 5 LTR OLIVE GREEN,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,10000.000000,0.000000,10000.000000,16
PM0000056,PET BOTTLE 100 MLS BOTTLES,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,10000.000000,0.000000,10000.000000,16
PM0000060,CAPS 1 & 2 LTR WHITE AND BLUE WITH LOGO,PCS,220526106,BABAJI UDYOG PVT. LTD.,2026-05-23,2026-05-23,100000.000000,90000.000000,10000.000000,70
PM0000358,HDPE BOTTLE 5 LTR GOLD,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,10000.000000,0.000000,10000.000000,16
PM0000005,CARTON 1 LTR 12 POUCHES,PCS,220726057,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-07-13,2026-07-13,10000.000000,0.000000,10000.000000,19
PM0000470,CAPS 5 LTR ORANGE,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,10000.000000,0.000000,10000.000000,51
PM0000228,HDPE BOTTLE 4 LTR,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,10000.000000,0.000000,10000.000000,51
PM0000113,HDPE BOTTLE 3 LTR,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,10000.000000,0.000000,10000.000000,51
PM0000113,HDPE BOTTLE 3 LTR,PCS,220626046,RAJ TECHNOPACK PVT LTD,2026-06-08,2026-06-08,10000.000000,0.000000,10000.000000,54
PM0000469,CAPS 5 LTR BROWN,PCS,220526047,S M PLAST & CHEMICALS VEND,2026-05-13,2026-05-13,10000.000000,0.000000,10000.000000,80
PM0000186,HDPE BOTTLE 5 LTR OLIVE GREEN,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,10000.000000,0.000000,10000.000000,23
PM0000358,HDPE BOTTLE 5 LTR GOLD,PCS,220726036,RAJ TECHNOPACK PVT LTD,2026-07-09,2026-07-09,10000.000000,0.000000,10000.000000,23
PM0000470,CAPS 5 LTR ORANGE,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-07,10000.000000,0.000000,10000.000000,25
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,PCS,220626014,SSY CONTAINERS PVT LTD,2026-06-03,2026-06-03,30000.000000,20043.000000,9957.000000,59
PM0000006,CARTON 1 LTR 20 PCS PET 40 GM,PCS,220626014,SSY CONTAINERS PVT LTD,2026-06-03,2026-06-03,15000.000000,5857.000000,9143.000000,59
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),PCS,1224226625,S.R. ENTERPRISES,2024-12-26,2025-01-10,9075.000000,0.000000,9075.000000,568
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226603,HARYANA SANITARY STORE,2026-01-20,2026-01-30,9000.000000,0.000000,9000.000000,183
PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,PCS,220626068,BABAJI UDYOG PVT. LTD.,2026-06-11,2026-06-11,150000.000000,141000.000000,9000.000000,51
PM0000076,TIN 15 LTR,PCS,220726048,BOXMASTERS INDIA,2026-07-10,2026-07-10,9000.000000,0.000000,9000.000000,22
PM0000468,CAPS 5 LTR GREEN,PCS,220526083,A A ENTERPRISES,2026-05-19,2026-05-19,15000.000000,6040.000000,8960.000000,74
CG0000027,HARDWARE ( MEZZANINE FLOOR-GUPTA GODOWN) (1212011),PCS,1224226626,S.R. ENTERPRISES,2024-12-15,2024-12-26,8920.000000,0.000000,8920.000000,583
PM0000395,TIN 5 LTR POMACE OLIVE SANO,PCS,220726005,NATIONAL TIN INDUSTRIES,2026-07-02,2026-07-02,15000.000000,6948.000000,8052.000000,30
PM0000013,CARTON 5 LTR 4 PCS,PCS,126226586,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2026-01-17,2026-01-17,8000.000000,0.000000,8000.000000,196
PM0000003,CARTON 1 LTR POMACE 16 PCS,PCS,1125226575,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2025-11-20,2025-11-20,8000.000000,0.000000,8000.000000,254
PM0000228,HDPE BOTTLE 4 LTR,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,8000.000000,0.000000,8000.000000,16
PM0000411,CARTON 1 LTR 20 PCS PET 26GM,PCS,1125226575,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2025-11-20,2025-11-20,8000.000000,0.000000,8000.000000,254
PM0000470,CAPS 5 LTR ORANGE,PCS,220626049,A A ENTERPRISES,2026-06-04,2026-06-04,10000.000000,2080.000000,7920.000000,58
CG0000028,MS PIPE-ANGLE ( MEZZANINE FLOOR-GUPTA GODOWN) (1212011),PCS,1224226585,S.R. ENTERPRISES,2024-12-10,2024-12-15,7700.000000,0.000000,7700.000000,594
CG0000032,MS PIPE/ANGLE- WIP -TERRACE-TIN SHED (STORAGE) (1212012),PCS,1224226662,H.R TRADERS,2024-12-25,2024-12-30,7000.000000,0.000000,7000.000000,579
PM0000079,CAPS 1 & 2 LTR FULL GREEN WITH LOGO,PCS,220526029,BABAJI UDYOG PVT. LTD.,2026-05-08,2026-05-08,100000.000000,93000.000000,7000.000000,85
CG0000058,TIN SHED 50 KL TANK,PCS,220626001,BISMILAH WELDERS,2026-06-01,2026-06-15,6750.000000,0.000000,6750.000000,47
PM0000288,LABEL 5 LTR SOYABEAN BACK,PCS,220726001,ROYAL PRIME LABELS,2026-07-01,2026-07-01,6700.000000,0.000000,6700.000000,31
PM0000289,LABEL 5 LTR SOYABEAN FRONT,PCS,220726001,ROYAL PRIME LABELS,2026-07-01,2026-07-01,6700.000000,0.000000,6700.000000,31
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),PCS,1224226625,S.R. ENTERPRISES,2024-12-26,2025-01-10,6000.000000,0.000000,6000.000000,568
PM0000825,CARTON 1 LTR 20 PCS NEW,PCS,220726123,SSY CONTAINERS PVT LTD,2026-07-28,2026-07-28,8000.000000,2045.000000,5955.000000,4
PM0000251,PET BOTTLE 2 LTR 80 GMS YELLOW HANDLE,PCS,220426115,TPAC PACKAGING INDIA PVT LTD II,2026-04-24,2026-04-24,25000.000000,19824.000000,5176.000000,99
FG0000223,JIVO DESI GHEE 1 LTR 16 PCS,PCS,1224226564,ZOMATO HYPERPURE PVT LTD,2024-12-12,2024-12-12,5000.000000,0.000000,5000.000000,597
FG0000223,JIVO DESI GHEE 1 LTR 16 PCS,PCS,1224226560,ZOMATO HYPERPURE PVT LTD,2024-12-11,2024-12-11,5000.000000,0.000000,5000.000000,598
PM0000498,PET BOTTLE 500 MLS 34 GMS GREEN,PCS,125226622,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,5000.000000,0.000000,5000.000000,553
PM0000125,PET BOTTLE 500 MLS 34 GMS,PCS,125226622,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,5000.000000,0.000000,5000.000000,553
PM0000058,PET BOTTLE 200 MLS OLIVE OIL,PCS,125226622,PIONEER PET SWASTIC PET INDUSTRIES (ACSFS8137Q),2025-01-25,2025-01-25,5000.000000,0.000000,5000.000000,553
PM0000471,CAPS 5 LTR BLUE,PCS,220626069,ECHO PLAST INDIA,2026-06-11,2026-06-11,5000.000000,0.000000,5000.000000,51
PM0000053,HDPE BOTTLE 5 LTR,PCS,220726117,BAL KRISHNA INDUSTRIES,2026-07-25,2026-07-25,5000.000000,0.000000,5000.000000,7
PM0000113,HDPE BOTTLE 3 LTR,PCS,220726072,ECHO PLAST INDIA,2026-07-07,2026-07-16,5000.000000,0.000000,5000.000000,16
PM0000155,SHRINKS NECK 500 MLS PRINTED EXTRA VIRGIN OLIVE,PCS,725226549,POLYLAM PRINTERS PRIVATE LIMITED,2025-07-01,2025-07-15,5000.000000,0.000000,5000.000000,382
CG0000032,MS PIPE/ANGLE- WIP -TERRACE-TIN SHED (STORAGE) (1212012),PCS,1224226662,H.R TRADERS,2024-12-25,2024-12-30,5000.000000,0.000000,5000.000000,579
PM0000013,CARTON 5 LTR 4 PCS,PCS,220626141,KUBER PAPER & PACK PRIVATE LIMITED AAJCK3867H0,2026-06-24,2026-06-24,10000.000000,5180.000000,4820.000000,38
CG0000033,HARDWARE ITEMS - WIP-TERRACE-TIN SHED(STORAGE) (1212012),PCS,125226607,BISMILAH WELDERS,2025-01-20,2025-01-30,4800.000000,0.000000,4800.000000,548
RM0000007,RICE BRAN REFINED OIL,LTR,220526052,AWL AGRI BUSINESS LIMITED,2026-05-13,2026-05-13,87955.956000,83186.730000,4769.226000,80
CG0000049,TIN SHED-NEW LAND WIP,KGS,126226559,GREEN METAL INFRA,2026-01-13,2026-01-30,4500.000000,0.000000,4500.000000,183
PM0000825,CARTON 1 LTR 20 PCS NEW,PCS,220726124,SSY CONTAINERS PVT LTD,2026-07-27,2026-07-28,8000.000000,3504.000000,4496.000000,4
PM0000076,TIN 15 LTR,PCS,220726042,NATIONAL TIN INDUSTRIES,2026-07-10,2026-07-10,10000.000000,5673.000000,4327.000000,22
PM0000013,CARTON 5 LTR 4 PCS,PCS,220526034,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2026-05-09,2026-05-09,10000.000000,5850.000000,4150.000000,84
PM0000085,CAPS 1 OR 2 LTR WHITE AND YELLOW WITH LOGO,PCS,220526029,BABAJI UDYOG PVT. LTD.,2026-05-08,2026-05-08,100000.000000,96000.000000,4000.000000,85
PM0000050,LABEL 5 LTR PAKKI GHANI FRONT,PCS,220626130,ROYAL PRIME LABELS,2026-06-23,2026-06-23,4000.000000,0.000000,4000.000000,39
PM0000049,LABEL 5 LTR PAKKI GHANI BACK,PCS,220626130,ROYAL PRIME LABELS,2026-06-23,2026-06-23,4000.000000,0.000000,4000.000000,39
PM0000013,CARTON 5 LTR 4 PCS,PCS,126226638,SHIVALIK CONTAINERS PVT.LTD (AAECS1496B),2026-01-22,2026-01-22,10000.000000,6080.000000,3920.000000,191
PM0000013,CARTON 5 LTR 4 PCS,PCS,220626014,SSY CONTAINERS PVT LTD,2026-06-03,2026-06-03,20000.000000,16083.000000,3917.000000,59
PM0000076,TIN 15 LTR,PCS,220626031,HARYANA GENERAL INDUSTRIES,2026-06-05,2026-06-05,15000.000000,11240.000000,3760.000000,57
PM0000395,TIN 5 LTR POMACE OLIVE SANO,PCS,220526032,NATIONAL TIN INDUSTRIES,2026-05-09,2026-05-09,20000.000000,16246.000000,3754.000000,84
PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,PCS,220726129,SSY CONTAINERS PVT LTD,2026-07-27,2026-07-29,5000.000000,1426.000000,3574.000000,3
PM0000632,CARTON 5 LTR TIN OLIVE 4 PCS SANO,PCS,220626125,SSY CONTAINERS PVT LTD,2026-06-22,2026-06-22,5000.000000,1455.000000,3545.000000,40
SF0000006,CHAI 250 GMS 40 PCS,PCS,220426084,EASTERN ENTERPRISE (ASSAM),2026-04-01,2026-04-01,3200.000000,0.000000,3200.000000,122
CG0000033,HARDWARE ITEMS - WIP-TERRACE-TIN SHED(STORAGE) (1212012),PCS,1224226714,GREEN METAL INFRA,2024-12-31,2025-01-14,3075.000000,0.000000,3075.000000,564
PM0000891,POUCH SOYABEAN MULTI  KGS,KGS,220626161,UFLEX LIMITED NEW,2026-06-29,2026-06-29,3000.000000,0.000000,3000.000000,33
CG0000026,HARDWARE FOR WIP/SANITARY - WIP DOCK AND 1ST FLOOR EXTENSION (1212010),PCS,1224226625,S.R. ENTERPRISES,2024-12-26,2025-01-10,3000.000000,0.000000,3000.000000,568
PM0000194,PET BOTTLE 1 LTR 40 GMS,PCS,220526096,TPAC PACKAGING INDIA PVT LTD,2026-05-22,2026-05-22,50000.000000,47344.000000,2656.000000,71
CG0000032,MS PIPE/ANGLE- WIP -TERRACE-TIN SHED (STORAGE) (1212012),PCS,1224226662,H.R TRADERS,2024-12-25,2024-12-30,2500.000000,0.000000,2500.000000,579
PM0000076,TIN 15 LTR,PCS,220726043,HARYANA INDUSTRIAL COMPANY,2026-07-10,2026-07-10,9000.000000,6556.000000,2444.000000,22
