ROW_KIND	DOC_ENTRY	DOC_NUM	DOC_DATE	DOC_MONTH	DAYS_OPEN	AGE_BUCKET	DOC_STATUS	CARD_CODE	CARD_NAME	VENDOR_GROUP	PARTY_CLASS	BRANCH_ID	BRANCH_NAME	WAREHOUSES	VENDOR_REF	PO_DOCNUMS	NUM_LINES	NUM_UNBILLED_LINES	NUM_ZEROQTY_UNBILLED_LINES	DOC_NET	DOC_GST	DOC_GROSS	OPEN_NET	OPEN_GST	OPEN_GROSS	HAS_AP_INVOICE	AP_INVOICE_COUNT	AP_INVOICE_DOCNUMS	AP_LAG_DAYS
UNBILLED	9598	2026078296	2026-07-23	2026-07	30	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7225	NULL	1	1	1	6166	0	6166	6166	308.3	6474.3	N	0	NULL	NULL
UNBILLED	9735	2026078354	2026-07-26	2026-07	27	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7242	NULL	1	1	1	6166	0	6166	6166	308.3	6474.3	N	0	NULL	NULL
UNBILLED	9744	2026078359	2026-07-28	2026-07	25	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7247	NULL	1	1	1	6166	0	6166	6166	308.3	6474.3	N	0	NULL	NULL
UNBILLED	9755	2026078365	2026-07-26	2026-07	27	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7254	NULL	1	1	1	6166	0	6166	6166	308.3	6474.3	N	0	NULL	NULL
UNBILLED	8207	2026058126	2026-05-15	2026-05	99	91-180	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	6839	NULL	2	2	2	6160	0	6160	6160	308	6468	N	0	NULL	NULL
UNBILLED	9777	2026078377	2026-07-23	2026-07	30	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7216	NULL	1	1	1	6046	0	6046	6046	302.3	6348.3	N	0	NULL	NULL
UNBILLED	9551	2026078279	2026-07-03	2026-07	50	31-60	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7281	NULL	1	1	1	5937	0	5937	5937	296.85	6233.85	N	0	NULL	NULL
UNBILLED	9921	2026088083	2026-08-06	2026-08	16	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7297	NULL	1	1	1	5695	0	5695	5695	284.75	5979.75	N	0	NULL	NULL
UNBILLED	9800	2026088014	2026-08-01	2026-08	21	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1709	NULL	1	1	1	5500	0	5500	5500	275	5775	N	0	NULL	NULL
UNBILLED	9750	2026078363	2026-07-29	2026-07	24	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7251	NULL	1	1	1	5300	0	5300	5300	265	5565	N	0	NULL	NULL
UNBILLED	9768	2026078373	2026-07-31	2026-07	22	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7268	NULL	1	1	1	5300	0	5300	5300	265	5565	N	0	NULL	NULL
UNBILLED	9916	2026088078	2026-08-05	2026-08	17	0-30	O	VENDA000948	ARNAV TRANSPORT SERVICE	TRANSPORTER	EXTERNAL	2	FACTORY	(none)	7288	NULL	1	1	1	5216	0	5216	5216	260.8	5476.8	N	0	NULL	NULL
UNBILLED	9658	2026078324	2026-07-28	2026-07	25	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1677	NULL	1	1	1	5200	0	5200	5200	260	5460	N	0	NULL	NULL
UNBILLED	9665	2026078327	2026-07-28	2026-07	25	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1680	NULL	1	1	1	5200	0	5200	5200	260	5460	N	0	NULL	NULL
UNBILLED	9830	2026088031	2026-08-05	2026-08	17	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1727	NULL	1	1	1	5200	0	5200	5200	260	5460	N	0	NULL	NULL
UNBILLED	9553	2026088003	2026-08-04	2026-08	18	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1717	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9639	2026078313	2026-07-27	2026-07	26	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1666	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9641	2026078314	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1667	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9642	2026078315	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1668	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9643	2026078316	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1669	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9645	2026078317	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1670	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9646	2026078318	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1671	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9647	2026078319	2026-07-26	2026-07	27	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1672	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9650	2026078320	2026-07-28	2026-07	25	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1673	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
UNBILLED	9652	2026078321	2026-07-28	2026-07	25	0-30	O	VENDA001259	BHARGAVE ROAD CARRIER	SERVICE	EXTERNAL	2	FACTORY	(none)	1674	NULL	1	1	1	5167	0	5167	5167	258.35	5425.35	N	0	NULL	NULL
