CO,CC3,CC4,ACCT,ANAME,GRP,MTH,NET,TXNS
BEV,Interest,BankChgs,5610003,BANK CHARGES,561,2026-04,523,50
BEV,Interest,BankChgs,5610003,BANK CHARGES,561,2026-05,10369,11
BEV,Interest,BankChgs,5610003,BANK CHARGES,561,2026-06,147,3
BEV,FACT_COM,(blank),5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-07,400,1
BEV,Factory,,5680010,CETP CHARGES,568,2026-06,400,1
BEV,Del Bkhp,,5650015,FUEL - VEHICLES,565,2026-06,42068,1
BEV,Del Bkhp,,5650002,REPAIR & MAINTENANCE VEHICLE,565,2026-06,10653,1
BEV,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-06,158929,4
BEV,Factory,,5660003,STORAGE CHARGES INDIRECT,566,2026-06,12150,1
BEV,Factory,(blank),5680023,POSTAGE & COURIER,568,2026-07,150,1
BEV,Factory,(blank),5680002,INSURANCE INDIRECT,568,2026-06,72,1
BEV,Del Bkhp,,5680002,INSURANCE INDIRECT,568,2026-06,5493,2
BEV,Del Bkhp,,5660005,TOLL EXPENSE - VEHICLES,566,2026-06,551,1
BEV,Factory,,5680025,LEGAL AND PROFESSIONAL,568,2026-06,222,1
BEV,(blank),,5680014,SHORT AND EXCESS,568,2026-06,126478,1
BEV,(blank),,5680014,SHORT AND EXCESS,568,2026-05,1549133,2
BEV,(blank),,5680014,SHORT AND EXCESS,568,2026-04,18550,1
BEV,Sales,CSD,5640003,MARKET COMISSION AND BROKERAGE,564,2026-07,5255,13
BEV,Factory,,5680010,CETP CHARGES,568,2026-07,-400,1
BEV,Del Bkhp,,5650015,FUEL - VEHICLES,565,2026-07,-42068,1
BEV,Factory,,5680013,LAB AND TESTING,568,2026-07,-52900,1
BEV,Del Bkhp,,5650002,REPAIR & MAINTENANCE VEHICLE,565,2026-07,-10653,1
BEV,Factory,,5650016,REPAIR AND MAINTENANCE PLANT & MACHINERY,565,2026-07,-140251,1
BEV,Factory,,5660003,STORAGE CHARGES INDIRECT,566,2026-07,-12150,1
BEV,Del Bkhp,,5670002,UNLOADING/LOADING CHARGES-INDIRECT EXPENSE,567,2026-07,17576,2
BEV,Med MKT,DIG MKT,5640001,ADVERTISEMENT,564,2026-07,20512,11
BEV,FACT_COM,(blank),5680013,LAB AND TESTING,568,2026-07,1000,1
BEV,Del Bkhp,(blank),5660005,TOLL EXPENSE - VEHICLES,566,2026-07,13830,2
BEV,Del Bkhp,,5670001,FREIGHT AND CARTAGE OUTWARD-INDIRECT EXP,567,2026-07,593334,1
BEV,Sales,GT,5630001,SALARY EXPENSE,563,2026-07,279187,2
BEV,Sales,GT,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,173,1
BEV,Sales,GT,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,748,1
BEV,FACT_COM,,5630001,SALARY EXPENSE,563,2026-07,67900,1
BEV,Factory,(blank),5630001,SALARY EXPENSE,563,2026-07,231290,1
BEV,FACT_COM,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,1800,1
BEV,Factory,,5630015,EPF FROM EMPLOYER CONTRIBUTION,563,2026-07,5400,2
BEV,Sales,GT,5630007,EPF ADMIN CHARGES,563,2026-07,150,1
BEV,Factory,,5630001,SALARY EXPENSE,563,2026-07,759276,1
BEV,Factory,,5630011,ESIC FROM EMPLOYEE CONTRIBUTION,563,2026-07,2421,1
BEV,Factory,,5630012,ESIC FROM EMPLOYER CONTRIBUTION,563,2026-07,10447,1
BEV,Factory,,5630010,EPF FROM EMPLOYEE CONTRIBUTION,563,2026-07,3600,1
BEV,Factory,,5630007,EPF ADMIN CHARGES,563,2026-07,300,1
BEV,Factory,,5630008,LW FEE EMPLOYEE CONTRIBUTION,563,2026-07,1168,1
BEV,Factory,,5630009,LW FEE EMPLOYER CONTRIBUTION,563,2026-07,2336,1
