DOCNUM	DOCDATE	CARDCODE	CARDNAME	WHS	ITEMCODE	ITEMNAME	QTY	SRC
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	800.000000	INVOICE
626070375	2026-07-14	CUSTA001040	INTERGLOBE AVIATION LIMITED	BH-PF	FG0000381	EXTRA VIRGIN OLIVE OIL 10ML	500.000000	INVOICE
626070374	2026-07-14	CUSTA001111	STARLITE INTERNATIONAL	BH-PF	FG0000352	SESAME OIL (TOASTED) 500 MLS 12 PCS	1080.000000	INVOICE
626070300	2026-07-09	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	21720.000000	INVOICE
626070300	2026-07-09	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000441	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	9590.000000	INVOICE
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	4000.000000	INVOICE
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000033	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	1000.000000	INVOICE
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1100.000000	INVOICE
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	140.000000	INVOICE
626070342	2026-07-11	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000136	SANO MUSTARD OIL 1 LTR 20 PCS	2640.000000	INVOICE
626070342	2026-07-11	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000226	RICE BRAN OIL 5 LTR 4 PCS	1600.000000	INVOICE
626070342	2026-07-11	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	10080.000000	INVOICE
626070342	2026-07-11	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	4220.000000	INVOICE
626070748	2026-07-31	CUSTA000357	G PURE INDIA	BH-PF	FG0000383	REFINED OIL 13 KG	50.000000	INVOICE
626070760	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	220.000000	INVOICE
626070760	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	60.000000	INVOICE
626070331	2026-07-10	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000440	FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS	5200.000000	INVOICE
626070332	2026-07-10	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	9640.000000	INVOICE
626070332	2026-07-10	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	3308.000000	INVOICE
626070332	2026-07-10	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	10720.000000	INVOICE
626070760	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	50.000000	INVOICE
626070800	2026-07-31	CUSTA000357	G PURE INDIA	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	800.000000	INVOICE
626070716	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	50.000000	INVOICE
626070720	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-PF	FG0000383	REFINED OIL 13 KG	50.000000	INVOICE
626070798	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	2400.000000	INVOICE
626070798	2026-07-31	CUSTA000981	AGGARWAL AGENCIES	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	296.000000	INVOICE
626070372	2026-07-14	ORGC000003	JASBIR SINGH RAJU SALES	BH-PF	FG0000224	JIVO RICE 1 KGS 4 PCS	8.000000	INVOICE
626070229	2026-07-03	CUSTA000993	SHRAY FOOD & BEVERAGES PRIVATE LIMITED	BH-PF	FG0000383	REFINED OIL 13 KG	100.000000	INVOICE
626070229	2026-07-03	CUSTA000993	SHRAY FOOD & BEVERAGES PRIVATE LIMITED	BH-PF	FG0000015	REFINED OIL 15 LTR	61.000000	INVOICE
626070250	2026-07-04	CUSTA000993	SHRAY FOOD & BEVERAGES PRIVATE LIMITED	BH-PF	FG0000015	REFINED OIL 15 LTR	39.000000	INVOICE
626060392	2026-06-18	CUSTA000981	AGGARWAL AGENCIES	BH-PF	FG0000194	SOYABEAN OIL 1 LTR POUCH 12 PCS	3600.000000	INVOICE
626070435	2026-07-18	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	10800.000000	INVOICE
626070435	2026-07-18	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	2000.000000	INVOICE
626070418	2026-07-17	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	10080.000000	INVOICE
626070418	2026-07-17	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	9540.000000	INVOICE
626070421	2026-07-17	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	12120.000000	INVOICE
626060426	2026-06-23	CUSTA000981	AGGARWAL AGENCIES	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	2400.000000	INVOICE
626060426	2026-06-23	CUSTA000981	AGGARWAL AGENCIES	BH-PF	FG0000194	SOYABEAN OIL 1 LTR POUCH 12 PCS	3600.000000	INVOICE
626070427	2026-07-17	CUSTA000025	HARPREET SINGH CASH SALE	BH-PF	FG0000015	REFINED OIL 15 LTR	1.000000	INVOICE
626070442	2026-07-20	ORGC000003	JASBIR SINGH RAJU SALES	BH-PF	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	2.000000	INVOICE
626070442	2026-07-20	ORGC000003	JASBIR SINGH RAJU SALES	BH-PF	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	2.000000	INVOICE
626070153	2026-07-02	CUSTA001114	KAILASH AGENCIES	BH-PF	FG0000015	REFINED OIL 15 LTR	5.000000	INVOICE
626070443	2026-07-20	ORGC000039	GURPREET SINGH WINKAL IMPREST JWPL0138	BH-PF	FG0000443	FIRST PRESSED MUSTARD OIL 1 LTR 20 PCS	1.000000	INVOICE
626070443	2026-07-20	ORGC000039	GURPREET SINGH WINKAL IMPREST JWPL0138	BH-PF	FG0000440	FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS	1.000000	INVOICE
626060427	2026-06-23	CUSTA000993	SHRAY FOOD & BEVERAGES PRIVATE LIMITED	BH-PF	FG0000328	SANO POMACE OLIVE 200 LTR 1 PCS	5.000000	INVOICE
626060432	2026-06-24	CUSTA001089	SAFE AND SECURE ONLINE MARKETING PVT LTD	BH-PF	FG0000363	LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE	3000.000000	INVOICE
626060433	2026-06-24	CUSTA001089	SAFE AND SECURE ONLINE MARKETING PVT LTD	BH-PF	FG0000363	LA RASOI COLD PRESSED MUSTARD KACHI GHANI OIL 2 LTR 10 PCS HANDLE	40.000000	INVOICE
626060503	2026-06-30	CUSTA001108	B.NARAIN & CO.	BH-PF	FG0000445	RICE BRAN OIL 15 KG	798.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	40.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8700.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	20.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	800.000000	INVOICE
626070771	2026-07-31	CUSTA000751	BALAJI MARKETING AND SUPPLY CHAIN PRIVATE LIMITED AAJCB8424H	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	480.000000	INVOICE
626060475	2026-06-26	CUSTA000022	BRIJ LAL DURGA DASS	BH-PF	FG0000169	REFINED COTTON SEED OIL 13 KGS	200.000000	INVOICE
626070472	2026-07-23	CUSTA000025	HARPREET SINGH CASH SALE	BH-PF	FG0000157	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	1.000000	INVOICE
626070482	2026-07-23	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626070483	2026-07-23	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626070484	2026-07-23	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070485	2026-07-23	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	8000.000000	INVOICE
626070548	2026-07-25	CUSTA001072	SHREE JEE TRADERS	BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	150.000000	INVOICE
626070553	2026-07-25	CUSTA001072	SHREE JEE TRADERS	BH-BT	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	320.000000	INVOICE
626060283	2026-06-11	CUSTA001109	SAI TRADING COMPANY	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	3420.000000	INVOICE
626070544	2026-07-25	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070724	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	20.000000	INVOICE
626070524	2026-07-24	CUSTA000025	HARPREET SINGH CASH SALE	BH-PF	FG0000026	MUSTARD KACCHI GHANI 15 LTR	1.000000	INVOICE
626070525	2026-07-24	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070526	2026-07-24	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626060282	2026-06-11	CUSTA001109	SAI TRADING COMPANY	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	1380.000000	INVOICE
626070546	2026-07-25	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	7200.000000	INVOICE
626060298	2026-06-12	CUSTA001109	SAI TRADING COMPANY	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	8400.000000	INVOICE
626070509	2026-07-24	CUSTA001117	M/S RADHEY SHAM & SONS	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	1500.000000	INVOICE
626070509	2026-07-24	CUSTA001117	M/S RADHEY SHAM & SONS	BH-PF	FG0000444	SOYABEAN OIL 12 KGS (B)	269.000000	INVOICE
626070531	2026-07-24	CUSTA001117	M/S RADHEY SHAM & SONS	BH-PF	FG0000444	SOYABEAN OIL 12 KGS (B)	26.000000	INVOICE
626060281	2026-06-11	CUSTA000986	ONENESS TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	4200.000000	INVOICE
626060313	2026-06-13	CUSTA001109	SAI TRADING COMPANY	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	12000.000000	INVOICE
626070475	2026-07-23	CUSTA000872	SAI TRADERS LUDHIANA	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	5040.000000	INVOICE
626070475	2026-07-23	CUSTA000872	SAI TRADERS LUDHIANA	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	123.000000	INVOICE
626060329	2026-06-15	CUSTA000486	WAL MART INDIA PVT LTD	BH-PF	FG0000316	SOYABEAN OIL 13 KGS (B)	500.000000	INVOICE
626070520	2026-07-24	CUSTA000171	ANAND ENTERPRISES	BH-BT	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	800.000000	INVOICE
626070520	2026-07-24	CUSTA000171	ANAND ENTERPRISES	BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	2000.000000	INVOICE
626070520	2026-07-24	CUSTA000171	ANAND ENTERPRISES	BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	40.000000	INVOICE
626070522	2026-07-24	CUSTA000169	PURE AGROCHEM CORPORATION	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	3600.000000	INVOICE
626060335	2026-06-15	CUSTA001028	JINDAL BROTHERS	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	6600.000000	INVOICE
626070523	2026-07-24	CUSTA000169	PURE AGROCHEM CORPORATION	BH-BT	FG0000192	SOYABEAN OIL 5 LTR 4 PCS	100.000000	INVOICE
626070523	2026-07-24	CUSTA000169	PURE AGROCHEM CORPORATION	BH-BT	FG0000064	EXTRA LIGHT OIVE 2 LTR 10 PCS HANDLE	130.000000	INVOICE
626060363	2026-06-16	CUSTA000986	ONENESS TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	2400.000000	INVOICE
626060362	2026-06-16	CUSTA000986	ONENESS TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	12000.000000	INVOICE
626060362	2026-06-16	CUSTA000986	ONENESS TRADERS	BH-PF	FG0000015	REFINED OIL 15 LTR	50.000000	INVOICE
626070555	2026-07-27	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000232	SO OLIVE OIL 5 LTR 4 PCS	960.000000	INVOICE
626070556	2026-07-27	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000228	SO OLIVE OIL 1 LTR 16 PCS	3600.000000	INVOICE
626070557	2026-07-27	CUSTA000025	HARPREET SINGH CASH SALE	BH-PF	FG0000116	EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS	1.000000	INVOICE
626070537	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	1200.000000	INVOICE
626070538	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000106	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	2400.000000	INVOICE
626070538	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	2000.000000	INVOICE
626070545	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-PF	FG0000106	MUSTARD KACHHI GHANI 1 LTR POUCH 12 PCS	1200.000000	INVOICE
626070554	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	1000.000000	INVOICE
626070554	2026-07-25	CUSTA001041	HIMJYOTI TRADERS	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	56.000000	INVOICE
626070563	2026-07-27	ORGC000028	TAJINDER SINGH LAB IMPREST JWPL1206	BH-PF	FG0000004	COLD PRESS 5 LTR 4 PCS	1.000000	INVOICE
626070563	2026-07-27	ORGC000028	TAJINDER SINGH LAB IMPREST JWPL1206	BH-PF	FG0000157	EXTRA VIRGIN COCONUT OIL 500 MLS 24 PCS	1.000000	INVOICE
626070784	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	100.000000	INVOICE
626070784	2026-07-31	CUSTA000007	ARJUN DASS & SONS PUNJAB NEW	BH-BT	FG0000032	COLD PRESS 1 LTR 20 PCS	900.000000	INVOICE
626070616	2026-07-29	CUSTA001102	DWARKA DASS NARINDER KUMAR	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	150.000000	INVOICE
626070619	2026-07-29	CUSTA001102	DWARKA DASS NARINDER KUMAR	BH-PF	FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	500.000000	INVOICE
626070619	2026-07-29	CUSTA001102	DWARKA DASS NARINDER KUMAR	BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	300.000000	INVOICE
626070620	2026-07-29	CUSTA001102	DWARKA DASS NARINDER KUMAR	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	260.000000	INVOICE
626070626	2026-07-29	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000227	RICE BRAN OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070627	2026-07-29	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070581	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000454	COLD PRESS GROUNDNUT 500 MLS 24 PCS	9600.000000	INVOICE
626070629	2026-07-29	CUSTA000025	HARPREET SINGH CASH SALE	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	1.000000	INVOICE
626070630	2026-07-29	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070628	2026-07-29	CUSTA001109	SAI TRADING COMPANY	BH-PF	FG0000136	SANO MUSTARD OIL 1 LTR 20 PCS	10000.000000	INVOICE
626070130	2026-07-01	CUSTA001108	B.NARAIN & CO.	BH-PF	FG0000015	REFINED OIL 15 LTR	500.000000	INVOICE
626070582	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000449	MUSTARD KACHI GHANI 200 ML 70 PCS	25200.000000	INVOICE
626070583	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070584	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070598	2026-07-28	CUSTA000902	RAM NATH AND SONS (AFJPJ8653C)	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	48.000000	INVOICE
626070587	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070631	2026-07-29	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070590	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070655	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	1200.000000	INVOICE
626070655	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	1664.000000	INVOICE
626070705	2026-07-31	CUSTA001132	PANKAJ KARYANA STORE	BH-PF	FG0000422	JIVO MUSTARD KACCHI GHANI 869 GMS 20 PCS	3600.000000	INVOICE
626070711	2026-07-31	CUSTA001132	PANKAJ KARYANA STORE	BH-BT	FG0000038	MUSTARD KACCHI GHANI 2 LTR 10 PCS	400.000000	INVOICE
626070608	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070609	2026-07-28	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000114	POMACE OLIVE 2 LTR 10 PCS HANDLE	4000.000000	INVOICE
626070146	2026-07-01	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-PF	FG0000015	REFINED OIL 15 LTR	50.000000	INVOICE
626070115	2026-07-01	CUSTA000592	KNOWTABLE ONLINE SERVICES PRIVATE LIMITED	BH-PF	FG0000015	REFINED OIL 15 LTR	50.000000	INVOICE
626070251	2026-07-04	CUSTA000992	SURESH JUTTUR SHETTY P/O VASAVI ENTERPRISES	BH-PF	FG0000275	COLD PRESS SUNFLOWER OIL 15 LTR	100.000000	INVOICE
626070601	2026-07-28	CUSTA000967	NATURE OILS & GRAINS INDIA PRIVATE LIMITED	BH-PF	FG0000275	COLD PRESS SUNFLOWER OIL 15 LTR	10.000000	INVOICE
626070632	2026-07-29	CUSTA000025	HARPREET SINGH CASH SALE	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	1.000000	INVOICE
626070633	2026-07-29	CUSTA000025	HARPREET SINGH CASH SALE	BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	1.000000	INVOICE
626070711	2026-07-31	CUSTA001132	PANKAJ KARYANA STORE	BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	160.000000	INVOICE
626070745	2026-07-31	CUSTA001132	PANKAJ KARYANA STORE	BH-PF	FG0000178	MUSTARD KACHI GHANI 15 KGS	18.000000	INVOICE
626070656	2026-07-30	CUSTA000025	HARPREET SINGH CASH SALE	BH-PF	FG0000015	REFINED OIL 15 LTR	2.000000	INVOICE
626070753	2026-07-31	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	2080.000000	INVOICE
626070311	2026-07-10	CUSTA000531	VIJENDER KUMAR GAURAV KUMAR JAIN	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	3000.000000	INVOICE
626070661	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070412	2026-07-16	CUSTA001041	HIMJYOTI TRADERS	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	4000.000000	INVOICE
626070662	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000389	JIVO GOLD 1 LTR 20 PCS ROUND BOTTLE	8000.000000	INVOICE
626070440	2026-07-20	CUSTA000673	SHREE GANESH ENTERPRISES	BH-PF	FG0000367	SANO POMACE OLIVE OIL 15 L	218.000000	INVOICE
626070499	2026-07-23	CUSTA001041	HIMJYOTI TRADERS	BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	2400.000000	INVOICE
626070663	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000042	EXTRA VIRGIN OLIVE 1 LTR 16 PCS	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000161	EXTRA VIRGIN OLIVE 500 MLS 24 PCS	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000116	EXTRA VIRGIN COCONUT OIL 1 LTR 16 PCS	12.000000	INVOICE
626070667	2026-07-30	ORGC000019	KARANPREET SINGH JWPL0000	BH-PF	FG0000028	POMACE OLIVE 1 LTR 16 PCS	12.000000	INVOICE
626060105	2026-06-01	CUSTA000844	ILAHI CO. (BTCPN5063N)	BH-PF	FG0000155	EXTRA VIRGIN 2 LTR 10 PCS HANDLE	1.000000	INVOICE
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000035	COLD PRESS 500 MLS 24 PCS	2400.000000	INVOICE
626070698	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000004	COLD PRESS 5 LTR 4 PCS	1120.000000	INVOICE
626070698	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	400.000000	INVOICE
626070699	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	18.000000	INVOICE
626070700	2026-07-31	CUSTA000580	ROYAL SUPER SALES GANGANAGAR	BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	280.000000	INVOICE
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000441	COLD PRESS GROUNDNUT 200 MLS 70 PCS - BH	6650.000000	INVOICE
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000440	FIRST PRESSED SUNFLOWER OIL 1 LTR 20 PCS	200.000000	INVOICE
626070669	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-BT	FG0000434	EXTRA VIRGIN OLIVE 1 LTR + 1 LTR COMBO 8 SET	548.000000	INVOICE
626070674	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	2880.000000	INVOICE
626070674	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000032	COLD PRESS 1 LTR 20 PCS	4800.000000	INVOICE
626070675	2026-07-30	CUSTA000606	JIVO MART PVT LTD	BH-PF	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	7200.000000	INVOICE
