WHS	ITEMCODE	D	MV
BH-PF	FG0000033	2026-08-13	-16.000000
BH-PF	FG0000091	2026-08-13	-460.000000
BH-PF	FG0000112	2026-08-13	-52.000000
BH-PF	FG0000359	2026-08-13	-9360.000000
BH-PF	FG0000133	2026-08-13	-1.000000
BH-PF	FG0000069	2026-08-13	-1.000000
BH-PF	FG0000151	2026-08-13	-259.000000
BH-BT	FG0000070	2026-08-13	-710.000000
BH-BT	FG0000136	2026-08-13	-8000.000000
BH-BT	FG0000032	2026-08-13	-200.000000
BH-BT	FG0000142	2026-08-13	-80.000000
BH-BT	FG0000143	2026-08-13	-20.000000
BH-BT	FG0000081	2026-08-13	-100.000000
BH-BT	FG0000005	2026-08-13	-80.000000
BH-BT	FG0000011	2026-08-13	-420.000000
BH-BT	FG0000306	2026-08-13	-60.000000
BH-PF	FG0000134	2026-08-13	-75.000000
BH-PF	FG0000434	2026-08-13	-152.000000
BH-PF	FG0000038	2026-08-13	0.000000
BH-BT	FG0000038	2026-08-13	3400.000000
BH-PF	FG0000038	2026-08-14	1100.000000
BH-PF	FG0000081	2026-08-14	440.000000
BH-PF	FG0000192	2026-08-14	432.000000
BH-PF	FG0000142	2026-08-14	13872.000000
BH-PF	FG0000328	2026-08-14	25.000000
BH-BT	FG0000030	2026-08-14	-2500.000000
BH-BT	FG0000038	2026-08-14	-1500.000000
BH-BT	FG0000011	2026-08-14	-300.000000
BH-BT	FG0000053	2026-08-14	-200.000000
BH-PF	FG0000039	2026-08-14	997.000000
BH-BT	FG0000004	2026-08-14	-1.000000
BH-BT	FG0000379	2026-08-14	2400.000000
BH-PF	FG0000429	2026-08-14	6680.000000
BH-BT	FG0000418	2026-08-14	-2.000000
BH-BT	FG0000028	2026-08-14	-2.000000
BH-PF	FG0000030	2026-08-14	9540.000000
BH-PF	FG0000008	2026-08-14	108.000000
BH-PF	FG0000028	2026-08-14	2154.000000
BH-PF	FG0000032	2026-08-14	1332.000000
BH-PF	FG0000074	2026-08-14	118.000000
BH-PF	FG0000064	2026-08-14	52.000000
BH-PF	FG0000088	2026-08-14	330.000000
BH-PF	FG0000136	2026-08-14	420.000000
BH-PF	FG0000150	2026-08-14	1592.000000
BH-PF	FG0000275	2026-08-14	86.000000
BH-PF	FG0000299	2026-08-14	7878.000000
BH-PF	FG0000306	2026-08-14	355.000000
BH-PF	FG0000455	2026-08-14	118.000000
BH-PF	FG0000011	2026-08-14	556.000000
BH-PF	FG0000422	2026-08-14	480.000000
BH-PF	FG0000316	2026-08-14	127.000000
BH-PF	FG0000047	2026-08-14	40.000000
BH-BT	FG0000038	2026-08-17	100.000000
BH-PF	FG0000328	2026-08-17	-25.000000
BH-PF	FG0000028	2026-08-17	9424.000000
BH-BT	FG0000028	2026-08-17	3376.000000
BH-PF	FG0000047	2026-08-17	-42.000000
BH-BT	FG0000047	2026-08-17	42.000000
BH-PF	FG0000038	2026-08-17	-1100.000000
BH-PF	FG0000227	2026-08-17	-7168.000000
BH-BT	FG0000227	2026-08-17	7168.000000
BH-PF	FG0000226	2026-08-17	-1500.000000
BH-BT	FG0000226	2026-08-17	1500.000000
BH-PF	FG0000030	2026-08-17	-9000.000000
BH-BT	FG0000004	2026-08-17	32.000000
BH-BT	FG0000043	2026-08-17	420.000000
BH-BT	FG0000379	2026-08-17	-3.000000
BH-PF	FG0000379	2026-08-17	-4397.000000
BH-PF	FG0000142	2026-08-17	-38880.000000
BH-BT	FG0000030	2026-08-17	-10000.000000
BH-BT	FG0000142	2026-08-17	7200.000000
BH-PF	FG0000381	2026-08-17	-495.000000
BH-BT	FG0000381	2026-08-17	495.000000
BH-PF	FG0000192	2026-08-17	-432.000000
BH-BT	FG0000192	2026-08-17	32.000000
BH-PF	FG0000011	2026-08-17	-556.000000
BH-BT	FG0000011	2026-08-17	556.000000
BH-PF	FG0000008	2026-08-17	-760.000000
BH-BT	FG0000008	2026-08-17	760.000000
BH-PF	FG0000064	2026-08-17	-160.000000
BH-BT	FG0000064	2026-08-17	160.000000
BH-PF	FG0000004	2026-08-17	-432.000000
BH-PF	FG0000042	2026-08-17	-608.000000
BH-BT	FG0000042	2026-08-17	608.000000
BH-PF	FG0000422	2026-08-17	-480.000000
BH-BT	FG0000422	2026-08-17	480.000000
BH-PF	FG0000150	2026-08-17	-9744.000000
BH-BT	FG0000150	2026-08-17	9744.000000
BH-PF	FG0000015	2026-08-17	130.000000
BH-PF	FG0000106	2026-08-17	13200.000000
BH-PF	FG0000359	2026-08-17	-5988.000000
BH-PF	FG0000454	2026-08-17	960.000000
BH-PF	FG0000038	2026-08-18	0.000000
BH-PF	FG0000030	2026-08-18	-540.000000
BH-PF	FG0000011	2026-08-18	0.000000
BH-PF	FG0000429	2026-08-18	-8000.000000
BH-PF	FG0000359	2026-08-18	5481.000000
BH-PF	FG0000081	2026-08-18	8620.000000
BH-PF	FG0000028	2026-08-18	-12800.000000
BH-BT	FG0000028	2026-08-18	12800.000000
BH-PF	FG0000032	2026-08-18	-9180.000000
BH-BT	FG0000032	2026-08-18	9180.000000
BH-PF	FG0000035	2026-08-18	-984.000000
BH-BT	FG0000035	2026-08-18	984.000000
BH-PF	FG0000039	2026-08-18	-1008.000000
BH-BT	FG0000039	2026-08-18	1008.000000
BH-PF	FG0000053	2026-08-18	-108.000000
BH-BT	FG0000053	2026-08-18	108.000000
BH-PF	FG0000074	2026-08-18	-587.000000
BH-BT	FG0000074	2026-08-18	587.000000
BH-PF	FG0000088	2026-08-18	-1660.000000
BH-BT	FG0000088	2026-08-18	1660.000000
BH-PF	FG0000136	2026-08-18	-680.000000
BH-BT	FG0000136	2026-08-18	680.000000
BH-PF	FG0000143	2026-08-18	-6104.000000
BH-BT	FG0000143	2026-08-18	1284.000000
BH-BT	FG0000030	2026-08-18	3520.000000
BH-BT	FG0000081	2026-08-18	14500.000000
BH-BT	FG0000011	2026-08-18	3467.000000
BH-BT	FG0000038	2026-08-18	7150.000000
BH-BT	FG0000418	2026-08-18	-1000.000000
BH-PF	FG0000106	2026-08-18	6360.000000
BH-BT	FG0000004	2026-08-18	-41.000000
BH-BT	FG0000142	2026-08-18	-160.000000
BH-BT	FG0000306	2026-08-18	-1040.000000
BH-PF	FG0000454	2026-08-18	2880.000000
BH-PF	FG0000328	2026-08-18	11.000000
BH-PF	FG0000429	2026-08-19	2970.000000
BH-PF	FG0000441	2026-08-19	-1680.000000
BH-PF	FG0000028	2026-08-19	4848.000000
BH-BT	FG0000349	2026-08-19	0.000000
BH-PF	FG0000454	2026-08-19	-6720.000000
BH-PF	FG0000422	2026-08-19	0.000000
BH-BT	FG0000422	2026-08-19	-480.000000
BH-BT	FG0000053	2026-08-19	-1.000000
BH-BT	FG0000306	2026-08-19	-2000.000000
BH-PF	FG0000081	2026-08-19	-7200.000000
BH-PF	FG0000142	2026-08-19	-6144.000000
BH-BT	FG0000011	2026-08-19	-500.000000
BH-BT	FG0000038	2026-08-19	-2000.000000
BH-PF	FG0000299	2026-08-19	-24.000000
BH-BT	FG0000227	2026-08-19	-1234.000000
BH-BT	FG0000030	2026-08-19	-10002.000000
BH-PF	FG0000011	2026-08-19	404.000000
BH-PF	FG0000367	2026-08-19	465.000000
BH-BT	FG0000032	2026-08-19	-5.000000
BH-BT	FG0000192	2026-08-19	-1.000000
BH-PF	FG0000275	2026-08-19	-134.000000
BH-PF	FG0000030	2026-08-19	0.000000
BH-PF	FG0000142	2026-08-20	2304.000000
BH-PF	FG0000015	2026-08-20	694.000000
BH-PF	FG0000081	2026-08-20	3220.000000
BH-PF	FG0000441	2026-08-20	-840.000000
BH-PF	FG0000275	2026-08-20	-250.000000
BH-PF	FG0000349	2026-08-19	2778.000000
BH-PF	FG0000299	2026-08-20	-3600.000000
BH-PF	FG0000455	2026-08-20	-778.000000
BH-PF	FG0000454	2026-08-20	-744.000000
BH-PF	FG0000446	2026-08-20	-351.000000
BH-PF	FG0000030	2026-08-20	5360.000000
BH-PF	FG0000029	2026-08-20	1340.000000
BH-BT	FG0000142	2026-08-20	-1680.000000
BH-BT	FG0000143	2026-08-20	-80.000000
BH-BT	FG0000081	2026-08-20	-1000.000000
BH-BT	FG0000030	2026-08-20	-2000.000000
BH-PF	FG0000367	2026-08-20	-448.000000
BH-PF	FG0000178	2026-08-20	-16.000000
BH-PF	FG0000012	2026-08-20	2604.000000
BH-PF	FG0000053	2026-08-21	0.000000
BH-PF	FG0000030	2026-08-21	-1680.000000
BH-PF	FG0000404	2026-08-21	0.000000
BH-PF	FG0000306	2026-08-21	-1395.000000
BH-BT	FG0000030	2026-08-21	800.000000
BH-BT	FG0000404	2026-08-21	85.000000
BH-BT	FG0000306	2026-08-21	1494.000000
BH-BT	FG0000142	2026-08-21	-2500.000000
BH-PF	FG0000142	2026-08-21	1040.000000
BH-PF	FG0000081	2026-08-21	-8000.000000
BH-BT	FG0000032	2026-08-21	-3.000000
BH-PF	FG0000091	2026-08-21	-40.000000
BH-PF	FG0000015	2026-08-21	-100.000000
BH-PF	FG0000178	2026-08-21	-20.000000
BH-BT	FG0000042	2026-08-21	-100.000000
BH-BT	FG0000227	2026-08-21	-240.000000
BH-BT	FG0000081	2026-08-21	-400.000000
BH-PF	FG0000008	2026-08-21	1620.000000
BH-PF	FG0000029	2026-08-21	2530.000000
BH-BT	FG0000029	2026-08-21	1340.000000
BH-PF	FG0000012	2026-08-21	-2604.000000
BH-BT	FG0000012	2026-08-21	2204.000000
BH-BT	FG0000011	2026-08-21	-1.000000
BH-PF	FG0000004	2026-08-21	756.000000
BH-PF	FG0000299	2026-08-21	-12948.000000
BH-PF	FG0000454	2026-08-21	-960.000000
BH-PF	FG0000106	2026-08-22	-4800.000000
BH-PF	FG0000004	2026-08-22	15776.000000
BH-PF	FG0000449	2026-08-22	0.000000
BH-BT	FG0000418	2026-08-22	-5.000000
BH-PF	FG0000142	2026-08-22	17472.000000
BH-PF	FG0000030	2026-08-22	12260.000000
BH-PF	FG0000008	2026-08-22	6972.000000
BH-BT	FG0000030	2026-08-22	-4.000000
BH-BT	FG0000004	2026-08-22	-100.000000
BH-BT	FG0000032	2026-08-22	-104.000000
BH-BT	FG0000005	2026-08-22	-181.000000
BH-BT	FG0000009	2026-08-22	-20.000000
BH-BT	FG0000142	2026-08-22	-1280.000000
BH-BT	FG0000143	2026-08-22	-80.000000
BH-PF	FG0000083	2026-08-22	-5.000000
BH-PF	FG0000299	2026-08-22	-3000.000000
BH-BT	FG0000081	2026-08-22	-1980.000000
BH-BT	FG0000053	2026-08-22	-120.000000
BH-BT	FG0000011	2026-08-22	-301.000000
BH-BT	FG0000157	2026-08-22	-8.000000
BH-PF	FG0000441	2026-08-22	1470.000000
BH-BT	FG0000226	2026-08-22	-3200.000000
BH-BT	FG0000192	2026-08-22	-1600.000000
BH-PF	FG0000031	2026-08-22	21600.000000
BH-PF	FG0000031	2026-08-23	0.000000
BH-PF	FG0000030	2026-08-24	-15940.000000
BH-BT	FG0000030	2026-08-24	9559.000000
BH-PF	FG0000031	2026-08-24	-21600.000000
BH-BT	FG0000031	2026-08-24	15780.000000
BH-PF	FG0000029	2026-08-24	-3870.000000
BH-BT	FG0000029	2026-08-24	1220.000000
BH-PF	FG0000004	2026-08-24	-2636.000000
BH-BT	FG0000038	2026-08-24	-700.000000
BH-BT	FG0000012	2026-08-24	-400.000000
BH-BT	FG0000004	2026-08-24	-84.000000
BH-PF	FG0000008	2026-08-24	-4160.000000
BH-PF	FG0000142	2026-08-24	-20480.000000
BH-PF	FG0000151	2026-08-22	1432.000000
BH-PF	FG0000151	2026-08-24	604.000000
BH-BT	FG0000142	2026-08-24	-3660.000000
BH-BT	FG0000227	2026-08-24	-880.000000
BH-PF	FG0000299	2026-08-24	-3720.000000
BH-BT	FG0000081	2026-08-24	-5980.000000
BH-BT	FG0000011	2026-08-24	-840.000000
BH-PF	FG0000015	2026-08-24	1243.000000
BH-PF	FG0000449	2026-08-24	1540.000000
BH-PF	FG0000112	2026-08-24	1552.000000
BH-BT	FG0000005	2026-08-24	-521.000000
BH-BT	FG0000042	2026-08-24	-1.000000
BH-BT	FG0000193	2026-08-24	-4.000000
BH-PF	FG0000128	2026-08-24	0.000000
BH-BT	FG0000032	2026-08-24	-520.000000
BH-BT	FG0000043	2026-08-24	-180.000000
BH-BT	FG0000033	2026-08-24	-200.000000
BH-BT	FG0000306	2026-08-24	-730.000000
BH-BT	FG0000418	2026-08-24	-300.000000
BH-BT	FG0000028	2026-08-24	-48.000000
BH-BT	FG0000150	2026-08-24	-80.000000
BH-BT	FG0000319	2026-08-24	-80.000000
BH-BT	FG0000192	2026-08-24	-40.000000
BH-PF	FG0000194	2026-08-24	208.000000
BH-BT	FG0000151	2026-08-24	-400.000000
BH-BT	FG0000053	2026-08-24	-960.000000
BH-BT	FG0000064	2026-08-24	-1600.000000
BH-PF	FG0000112	2026-08-25	88.000000
BH-BT	FG0000030	2026-08-25	-10400.000000
BH-PF	FG0000083	2026-08-25	-84.000000
BH-BT	FG0000106	2026-08-24	-810.000000
BH-PF	FG0000106	2026-08-24	810.000000
BH-BT	FG0000021	2026-08-24	-60.000000
BH-PF	FG0000021	2026-08-24	60.000000
BH-BT	FG0000194	2026-08-24	-808.000000
BH-BT	FG0000015	2026-08-24	-5.000000
BH-BT	FG0000142	2026-08-25	2560.000000
BH-PF	FG0000449	2026-08-25	3220.000000
BH-PF	FG0000328	2026-08-25	-10.000000
BH-BT	FG0000150	2026-08-25	-3520.000000
BH-BT	FG0000151	2026-08-25	-1780.000000
BH-BT	FG0000042	2026-08-25	-653.000000
BH-BT	FG0000004	2026-08-25	-2514.000000
BH-BT	FG0000032	2026-08-25	-9000.000000
BH-BT	FG0000081	2026-08-25	-3000.000000
BH-PF	FG0000178	2026-08-25	-237.000000
BH-BT	FG0000011	2026-08-25	-221.000000
BH-PF	FG0000028	2026-08-25	-2160.000000
BH-PF	FG0000128	2026-08-25	160.000000
BH-PF	FG0000429	2026-08-25	-8000.000000
BH-BT	FG0000379	2026-08-25	-2300.000000
BH-BT	FG0000038	2026-08-25	-1250.000000
BH-BT	FG0000157	2026-08-25	-1.000000
BH-BT	FG0000053	2026-08-25	-80.000000
BH-BT	FG0000306	2026-08-25	-795.000000
BH-PF	FG0000194	2026-08-25	-1980.000000
BH-PF	FG0000004	2026-08-25	8060.000000
BH-BT	FG0000028	2026-08-25	-320.000000
BH-BT	FG0000143	2026-08-25	-40.000000
BH-BT	FG0000008	2026-08-25	-40.000000
BH-BT	FG0000005	2026-08-25	-290.000000
BH-BT	FG0000009	2026-08-25	-40.000000
BH-BT	FG0000043	2026-08-25	-60.000000
BH-BT	FG0000033	2026-08-25	-100.000000
BH-PF	FG0000015	2026-08-25	-100.000000
BH-PF	FG0000374	2026-08-25	1796.000000
BH-PF	FG0000441	2026-08-25	2520.000000
