WHS	ITEMCODE	ITEMNAME	ONHAND
BH-BT	FG0000188	ZANO EXTRA LIGHT OLIVE 1 LTR 16 PCS	34.000000
BH-PF	FG0000299	SOYABEAN OIL 700 GMS POUCH 12 PCS	260.000000
BH-PF	FG0000015	REFINED OIL 15 LTR	1728.000000
BH-PF	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	0.000000
BH-BT	FG0000407	COLD PRESS 1 LTR (NIRMAL RISHI )20 PCS	29463.000000
BH-BT	FG0000379	MUSTARD KACHI GHANI 1 LTR 20 PCS ROUND BOTTLE	109.000000
BH-BT	FG0000192	SOYABEAN OIL 5 LTR 4 PCS	417.000000
BH-BT	FG0000023	COLD PRESS 5 LTR + EXTRA LIGHT OLIVE 1 LTR 3 PCS SHRINKED	292.000000
BH-BT	FG0000045	POMACE OLIVE 500 MLS 24 PCS	1966.000000
BH-BT	FG0000161	EXTRA VIRGIN OLIVE 500 MLS 24 PCS	7.000000
BH-PF	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	14320.000000
BH-BT	FG0000374	YELLOW MUSTARD OIL 5 LTR TIN 4 PCS	380.000000
BH-PF	FG0000359	SOYABEAN OIL 750 GMS 12 PCS POUCH	152.000000
BH-BT	FG0000081	COLD PRESS SUNFLOWER 1 LTR 20 PCS	5163.000000
BH-BT	FG0000142	COLD PRESS GROUNDNUT OIL 1 LTR 16 PCS	4565.000000
BH-BT	FG0000324	SESAME OIL 1 LTR 20 PCS	1497.000000
BH-BT	FG0000033	COLD PRESS 1 LTR + 1 LTR COMBO 10 SET	11485.000000
BH-BT	FG0000028	POMACE OLIVE 1 LTR 16 PCS	31869.000000
BH-BT	FG0000008	POMACE OLIVE 5 LTR TIN 4 PCS	888.000000
BH-BT	FG0000074	EXTRA VIRGIN OLIVE 5 LTR TIN 4 PCS IMPORTED	601.000000
BH-BT	FG0000149	JIVO GOLD 1 LTR 20 PCS	14.000000
BH-BT	FG0000151	SANO POMACE OLIVE 5 LTR TIN 4 PCS	1876.000000
BH-PF	FG0000460	SESAME OIL 1 LTR 16 PCS	1792.000000
BH-BT	FG0000319	KIRPA DESI GHEE 500 MLS 16 PCS	2522.000000
BH-BT	FG0000143	COLD PRESS GROUNDNUT OIL 5 LTR 4 PCS	1772.000000
BH-BT	FG0000053	COLD PRESS SUNFLOWER 5 LTR 4 PCS	3617.000000
BH-BT	FG0000005	EXTRA LIGHT OLIVE 1 LTR 16 PCS	36962.000000
BH-BT	FG0000009	EXTRA LIGHT OLIVE 5 LTR TIN 4 PCS	2396.000000
BH-BT	FG0000128	JIVO GOLD 5 LTR 4 PCS	27.000000
BH-BT	FG0000011	MUSTARD KACCHI GHANI 5 LTR 4 PCS	2630.000000
BH-BT	FG0000030	MUSTARD KACHI GHANI 1 LTR 20 PCS	6428.000000
BH-BT	FG0000306	YELLOW MUSTARD OIL 1 LTR 20 PCS	1246.000000
BH-BT	FG0000150	SANO POMACE OLIVE 1 LTR 16 PCS	12964.000000
BH-BT	FG0000418	SOYABEAN OIL 1 LTR 20 PCS ROUND BOTTLE	2891.000000
BH-BT	FG0000228	SO OLIVE OIL 1 LTR 16 PCS	744.000000
BH-PF	FG0000008	POMACE OLIVE 5 LTR TIN 4 PCS	272.000000
