StorageType,FacilityName,City,SkuCode,SkuDescription,L1,L2,ShelfLifeDays,BusinessCategory,DaysOnHand,PotentialGmvLoss,OpenPos,OpenPoQuantity,WarehouseQtyAvailable
,BLR DHL,BANGALORE_2,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,16,27315.96,"[MBJPO86769"",""MBJPO86960]",32,61
Ambient,BLR ECOM2,BANGALORE,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,42956.55,"[MBLPO420633"",""MBLPO421114"",""MBLPO425961"",""MBLPO421420]",144,3
Ambient,NAG IM1,NAGPUR,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,6902.42,[],0,5
Ambient,CHD ECOM,CHANDIGARH,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,15,36641.57,[PCHPO217588],32,75
Ambient,CHD_IM2,CHANDIGARH,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,VIZ IM1,VIZAG,21709,Jivo Daily Cooking Pomace Olive Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,7783.58,"[VIAPO83502"",""VIAPO83303]",48,0
Ambient,HYD IM2,HYDERABAD,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Non Food,66,94.5,[],0,2
Ambient,HYD IM1,HYDERABAD,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Non Food,11300,94.5,[],0,339
Ambient,NOI IM1,NOIDA,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,28728,"[ETPPO82814"",""ETPPO81893"",""ETPPO81168"",""ETPPO80309]",160,2
Ambient,DLHY GGNFC5,GURGAON,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Non Food,0,5418,[],0,0
Ambient,DLHY GGNFC9,DELHI,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,15844.5,"[GGNPO373394"",""GGNPO379853"",""GGNPO371343]",96,2
Ambient,CBE ECOM,COIMBATORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,34114.5,"[JCEPO185048"",""JCEPO185884"",""JCEPO186437]",348,1
Ambient,CHN ECOM,CHENNAI,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,31405.5,"[JCNPO272504"",""JCNPO278717"",""JCNPO272882]",208,1
Ambient,CHE AMB IM2,CHENNAI,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,36288,"[JN2PO105571"",""JN2PO105215"",""JN2PO109699]",360,5
Ambient,JAI IM1,JAIPUR,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,4788,"[JPAPO64500"",""JPAPO63853]",20,0
Ambient,KOC IM1,KOCHI,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,79096.5,"[KOCPO127028"",""KOCPO130946"",""KOCPO125625"",""KOCPO125595"",""KOCPO129780"",""KOCPO125329]",848,25
Ambient,BLR IM3,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,"[MBDPO23986"",""MBDPO24560"",""MBDPO22998]",368,0
Ambient,BLR IM4,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,49455,"[MBEPO36328"",""MBEPO38778"",""MBEPO37999]",364,1
Ambient,BLR IM1,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,77395.5,[],0,1
,BLR DHL,BANGALORE_2,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Non Food,0,53392.5,"[MBJPO84809"",""MBJPO83738"",""MBJPO82877]",396,0
Ambient,BLR ECOM2,BANGALORE,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,74340,"[MBLPO423079"",""MBLPO426362"",""MBLPO425961"",""MBLPO421114"",""MBLPO421420]",1320,12
Ambient,CHD ECOM,CHANDIGARH,240878,Jivo Extra Virgin Olive Oil 250.0 ml,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,14458.5,[PCHPO218372],88,0
Ambient,AHM DELHIVERY,AHMEDABAD,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[CADPO215919],132,2
Ambient,HYD IM2,HYDERABAD,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,50,7.7,[],0,1
Ambient,HYD IM1,HYDERABAD,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,400,3.85,[],0,4
,MUM IM3,MUMBAI,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Non Food,365,0,[],0,1
,MUM IM1,MUMBAI,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Non Food,365,0,[],0,40
,MUM FC22,MUMBAI,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Non Food,365,0,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,100,3.85,[],0,1
Ambient,NOI IM1,NOIDA,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,40,19.25,[],0,2
Ambient,AMD IM3,AHMEDABAD,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[],0,3
Ambient,GOA IM1,CENTRAL GOA,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,8,46.2,[GCAPO68785],60,1
Ambient,DLHY GGNFC9,DELHI,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,16,46.2,[GGNPO373394],48,2
Ambient,GAU IM1,GUWAHATI,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[GWAPO40133],24,0
Ambient,JAI IM1,JAIPUR,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,0,3.85,[JPAPO63853],12,0
Ambient,KOLKATA ECOM,KOLKATA,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,0,42.35,[],0,0
Ambient,KOL IM2,KOLKATA,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,365,0,[],0,25
Ambient,BLR IM4,BANGALORE,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,0,7.7,[MBEPO40132],36,0
,BLR DHL,BANGALORE_2,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Non Food,0,0,[MBJPO86769],36,0
Ambient,BLR ECOM2,BANGALORE,278756,Jivo  Fizzy Flavoured Soda (Peach) 750.0 ml,Cold Drinks and Juices,Soda and Mixers,120,Packaged Food,125,15.4,[MBLPO417710],72,5
Ambient,MUM IM3,MUMBAI,304750,Jivo Punjabi Jeera Wheatgrass Juice 160.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,180,Packaged Food,0,5.6,[],0,0
Ambient,NOI IM1,NOIDA,304750,Jivo Punjabi Jeera Wheatgrass Juice 160.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,180,Packaged Food,60,7,[],0,3
Ambient,KOL IM2,KOLKATA,304750,Jivo Punjabi Jeera Wheatgrass Juice 160.0 ml,Cold Drinks and Juices,Juices and Fruit Drinks,180,Packaged Food,365,0,[],0,48
Ambient,HYD IM2,HYDERABAD,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,566,682.5,[],0,34
Ambient,HYD IM1,HYDERABAD,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1566,341.25,[],0,47
Ambient,MUM IM3,MUMBAI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,600,455,[],0,24
Ambient,MUM IM1,MUMBAI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,833,341.25,[],0,25
Ambient,MUM FC22,MUMBAI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,74,3185,[],0,21
Ambient,HYD IM5,HYDERABAD,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,11
Ambient,PUNE IM2 TEMP,PUNE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,275,455,[],0,11
Ambient,NOI IM1,NOIDA,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,10,1137.5,[],0,1
Ambient,DLHY GGNFC5,GURGAON,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,4322.5,[],0,0
Ambient,GOA IM1,CENTRAL GOA,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,800,113.75,[],0,8
Ambient,DLHY GGNFC9,DELHI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,568.75,[],0,0
Ambient,GAU IM1,GUWAHATI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,3
Ambient,CHN ECOM,CHENNAI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,25,455,[],0,1
Ambient,CHE AMB IM2,CHENNAI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,140,568.75,[],0,7
Ambient,KOC IM1,KOCHI,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,35
Ambient,KOLKATA ECOM,KOLKATA,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,21,1592.5,[],0,3
Ambient,KOL IM2,KOLKATA,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,6
Ambient,LKO IM1,LUCKNOW,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,184,1478.75,[],0,24
Ambient,BLR IM3,BANGALORE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM4,BANGALORE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,0,1365,[],0,0
Ambient,BLR IM1,BANGALORE,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,5,3981.25,[],0,2
,BLR DHL,BANGALORE_2,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Non Food,475,0,[],0,19
Ambient,NAG IM1,NAGPUR,333818,Jivo SO OLive Oil 5L 5.0 ltr,Edible Oils and Ghee,Olive Oil,730,Cooking Essentials,1600,113.75,[],0,16
Ambient,AHM DELHIVERY,AHMEDABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,12,290276,"[CADPO216929"",""CADPO216584"",""CADPO216091"",""CADPO216308]",720,913
Ambient,HYD IM2,HYDERABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,378084,"[CHCPO369711"",""CHCPO369955"",""CHCPO368652]",1248,992
Ambient,HYD IM1,HYDERABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,454288.8,"[CHMPO318845"",""CHMPO317549]",2336,608
Ambient,MUM IM3,MUMBAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,395449.6,"[CI3PO79698"",""CI3PO79996]",1664,474
Ambient,MUM IM1,MUMBAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,6,244020,[CIMPO119026],544,427
Ambient,MUM FC22,MUMBAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,10,324458.4,[CMFPO345366],592,905
Ambient,HYD IM4,HYDERABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,16,594860,[CMMPO13937],1296,2520
Ambient,HYD IM5,HYDERABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUNE IM2 TEMP,PUNE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,1
Ambient,PUN DELHIVERY,PUNE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,380044,"[CPDPO291607"",""CPDPO293635"",""CPDPO292176"",""CPDPO291908"",""CPDPO291100]",3552,35
Ambient,NOI IM1,NOIDA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,268167.2,"[ETPPO81449"",""ETPPO81893"",""ETPPO80309"",""ETPPO81168]",752,321
Ambient,AMD IM3,AHMEDABAD,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,DLHY GGNFC5,GURGAON,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,6,312149.6,"[FC5PO422643"",""FC5PO421573]",816,513
Ambient,GOA IM1,CENTRAL GOA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,67110.4,"[GCAPO68503"",""GCAPO67699]",192,223
Ambient,DLHY GGNFC9,DELHI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,631786.4,"[GGNPO379853"",""GGNPO381138"",""GGNPO371343"",""GGNPO379538]",2192,27
Ambient,GAU IM1,GUWAHATI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,272,10231.2,[GWAPO40133],560,710
Ambient,CBE ECOM,COIMBATORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,224420,"[JCEPO181682"",""JCEPO187358"",""JCEPO187225"",""JCEPO186437"",""JCEPO182248"",""JCEPO182484]",2112,8
Ambient,CHN ECOM,CHENNAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,31,334924.8,[JCNPO273178],16,2672
Ambient,CBE IM1 TEMP,COIMBATORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,CHE AMB IM2,CHENNAI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,46,367343.2,[],0,4370
Ambient,JAI IM1,JAIPUR,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,222734.4,"[JPAPO64784"",""JPAPO64500]",800,261
Ambient,KOC IM1,KOCHI,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,132,55389.6,"[KOCPO126329"",""KOCPO124987"",""KOCPO131970"",""KOCPO124189"",""KOCPO124764"",""KOCPO128775"",""KOCPO127028]",1040,1871
Ambient,KOLKATA ECOM,KOLKATA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,385963.2,[],0,0
Ambient,KOL IM2,KOLKATA,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[KWBPO103040"",""KWBPO104955"",""KWBPO103736"",""KWBPO103976"",""KWBPO100588"",""KWBPO104389]",3696,987
Ambient,LKO IM1,LUCKNOW,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,241315.2,"[LKOPO179030"",""LKOPO181586"",""LKOPO181838"",""LKOPO179212"",""LKOPO178283"",""LKOPO180545]",864,45
Ambient,LKO IM3,LUCKNOW,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,BLR IM3,BANGALORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,"[MBDPO23161"",""MBDPO23376"",""MBDPO24560"",""MBDPO21542"",""MBDPO24402"",""MBDPO24186"",""MBDPO23284"",""MBDPO24073"",""MBDPO23986]",3056,0
Ambient,BLR IM4,BANGALORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,225635.2,"[MBEPO38778"",""MBEPO40132"",""MBEPO36328"",""MBEPO40510]",1632,8
Ambient,BLR IM1,BANGALORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,374752,[],0,0
,BLR DHL,BANGALORE_2,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Non Food,1,237826.4,"[MBJPO86960"",""MBJPO86769"",""MBJPO85468"",""MBJPO84809"",""MBJPO85132"",""MBJPO83738]",1536,71
Ambient,BLR ECOM2,BANGALORE,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,520105.6,"[MBLPO425961"",""MBLPO421114"",""MBLPO415937"",""MBLPO424404"",""MBLPO423546"",""MBLPO415077"",""MBLPO426362"",""MBLPO420633"",""MBLPO417710"",""MBLPO421420"",""MBLPO426449"",""MBLPO423079]",5008,10
Ambient,NAG IM1,NAGPUR,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,4,190982.4,[NARPO20473],608,224
Ambient,CHD ECOM,CHANDIGARH,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,5,293882.4,"[PCHPO217588"",""PCHPO218372]",672,379
Ambient,VIZ IM1,VIZAG,390730,Jivo Cold Pressed oil Groundnut Oil 1.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,228928,"[VIAPO76760"",""VIAPO77042"",""VIAPO76518"",""VIAPO75739"",""VIAPO83502"",""VIAPO76021]",1680,0
Ambient,AHM DELHIVERY,AHMEDABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,146020,"[CADPO216584"",""CADPO216929"",""CADPO216308]",124,0
Ambient,HYD IM2,HYDERABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,184044,"[CHCPO361083"",""CHCPO369711"",""CHCPO369955]",180,0
Ambient,HYD IM1,HYDERABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,162092,"[CHMPO317280"",""CHMPO318845]",192,0
Ambient,MUM IM3,MUMBAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,8,177772,[CI3PO79996],84,73
Ambient,MUM IM1,MUMBAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,2,118384,"[CIMPO118002"",""CIMPO118670]",84,14
Ambient,MUM FC22,MUMBAI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,88200,[CMFPO342883],68,53
Ambient,HYD IM4,HYDERABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,9,233828,"[CMMPO13937"",""CMMPO14128"",""CMMPO14021"",""CMMPO13841"",""CMMPO13711]",244,112
Ambient,HYD IM5,HYDERABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,0
Ambient,PUN DELHIVERY,PUNE,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,275772,"[CPDPO292176"",""CPDPO292514"",""CPDPO289790"",""CPDPO293635]",432,1
Ambient,NOI IM1,NOIDA,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,13,82124,[ETPPO81893],12,55
Ambient,AMD IM3,AHMEDABAD,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,365,0,[],0,40
Ambient,DLHY GGNFC5,GURGAON,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,0,84280,"[FC5PO422643"",""FC5PO421573]",84,0
Ambient,GOA IM1,CENTRAL GOA,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,7,21364,"[GCAPO69045"",""GCAPO68785]",32,8
Ambient,DLHY GGNFC9,DELHI,401502,Jivo Cold Pressed oil Groundnut Oil 5.0 ltr,Edible Oils and Ghee,Edible Oils,730,Cooking Essentials,11,173852,[GGNPO371343],68,105
